1567068324355,-0.38,8.89,0.11
1567068324375,-0.15,8.81,-0.15
1567068324395,-0.11,8.78,-0.19
1567068324415,-0.11,8.62,-0.23
1567068324435,-0.19,8.62,-0.31
1567068324456,-0.11,8.58,0
1567068324476,-0.27,8.39,-0.04
1567068324496,-0.04,8.35,-0.11
1567068324516,0.08,8.43,-0.23
1567068324536,0.27,8.47,0.54
1567068324556,0.11,8.89,-0.08
1567068324576,0.19,8.97,-0.19
1567068324597,0.19,9.04,0.31
1567068324617,0.31,10.38,0.11
1567068324637,0.11,10.58,-0.31
1567068324658,-0.15,9.5,0.42
1567068324678,0.46,9.92,-0.23
1567068324698,1.11,9.35,-0.19
1567068324718,1.3,9.62,-0.61
1567068324738,1,9.47,-0.5
1567068324758,0.57,9.31,-0.65
1567068324778,0.31,9.31,-0.73
1567068324798,0.34,8.47,-1
1567068324818,0.8,8.2,-0.77
1567068324838,1.23,7.89,-0.8
1567068324858,1.42,7.86,-1.15
1567068324878,1.19,8.09,-1.03
1567068324898,1.46,8.28,-0.92
1567068324918,1.46,8.78,-1
1567068324938,1.57,9.12,-1.03
1567068324958,1.49,9.2,-0.88
1567068324978,1.3,8.97,-0.65
1567068324998,1.42,9.27,-0.84
1567068325018,1.34,8.97,-0.77
1567068325038,1.69,9.16,-0.61
1567068325058,1.84,9.04,-0.54
1567068325079,1.92,8.78,-0.61
1567068325100,1.57,8.58,-0.38
1567068325120,1.38,8.7,-0.5
1567068325141,1.3,8.39,-0.57
1567068325161,1.46,8.47,-0.31
1567068325181,1.53,8.58,-0.19
1567068325201,1.42,8.7,-0.38
1567068325221,1.34,8.55,-0.04
1567068325241,1.3,8.58,-0.31
1567068325261,1.19,8.74,0.34
1567068325281,1.15,8.55,0.15
1567068325301,0.92,8.74,-0.27
1567068325321,1.03,8.62,-0.19
1567068325341,1.11,8.51,-0.42
1567068325361,1.03,8.39,-0.38
1567068325382,0.88,8.24,-0.46
1567068325402,0.96,8.39,-0.65
1567068325423,0.84,8.35,-0.57
1567068325443,0.92,9.39,-0.42
1567068325463,0.96,10.65,-1
1567068325483,0.8,10.19,-0.61
1567068325503,0,9.31,-1.11
1567068325523,-1.88,8.24,-1.72
1567068325543,-2.34,8.7,-2.49
1567068325563,-1.38,10.27,-1.69
1567068325583,-0.27,9.89,-0.96
1567068325603,0.34,9.81,-0.5
1567068325623,0.38,9.35,-0.19
1567068325643,0.34,9.35,-0.54
1567068325663,0,9.01,-0.38
1567068325683,-0.5,8.2,-0.65
1567068325703,-0.65,7.2,-1
1567068325723,-0.77,6.94,-1.03
1567068325743,-0.73,6.67,-1
1567068325763,-0.61,7.28,-1.11
1567068325783,-0.5,7.47,-1.26
1567068325804,-0.61,7.59,-1.46
1567068325824,-0.5,7.89,-1.23
1567068325844,-0.54,8.24,-1.07
1567068325865,-0.61,8.28,-1.46
1567068325885,-0.88,8.39,-0.65
1567068325905,-0.92,8.43,-0.61
1567068325925,-0.5,7.93,-0.38
1567068325945,-0.46,7.63,-1.19
1567068325966,-0.23,6.86,-1.23
1567068325986,-0.46,6.74,-1.69
1567068326006,-0.38,7.01,-0.46
1567068326026,-0.92,8.58,-1
1567068326046,-1.03,9.2,-1.07
1567068326066,-0.73,10.31,-0.46
1567068326086,-0.61,11.84,-0.5
1567068326106,-0.65,12.19,-0.61
1567068326126,-0.69,12.03,-1.11
1567068326146,-0.61,11.96,-1.42
1567068326166,-0.23,11.19,-1.49
1567068326186,-0.19,10.38,-0.84
1567068326206,0.42,9.96,-1.72
1567068326226,1.23,8.93,-4.06
1567068326246,0.23,5.13,-5.79
1567068326266,0.38,2.07,-5.82
1567068326286,0.15,2.61,-6.55
1567068326306,0.42,4.41,-6.21
1567068326326,0.27,7.13,-2.34
1567068326346,-1.65,11.38,-2.57
1567068326366,-1.72,12.8,-4.52
1567068326386,-0.42,12.34,-3.22
1567068326406,1.84,16.75,-3.95
1567068326426,2.91,16.67,-5.02
1567068326446,3.76,19.16,-6.17
1567068326466,5.67,19.81,-5.02
1567068326486,6.4,18.62,-2.87
1567068326506,5.4,17.7,-2.68
1567068326526,0.19,8.97,-3.68
1567068326546,0.08,3.95,-5.17
1567068326566,-0.27,-1.8,-1.8
1567068326586,-1.03,-2.84,-2.45
1567068326606,-3.26,-0.31,-3.68
1567068326626,-4.29,-3.41,-3.95
1567068326646,-3.68,-4.52,-2.84
1567068326666,-1.23,-3.68,-0.8
1567068326686,-0.19,-0.96,1.07
1567068326706,-1.95,2.03,-0.11
1567068326726,-0.38,4.94,-8.12
1567068326746,8.62,13.26,-9.35
1567068326766,-0.04,27.05,-11.92
1567068326786,-3.41,19.73,1.65
1567068326806,-1.26,22.49,-2.68
1567068326826,-2.8,19.58,-0.96
1567068326847,-4.87,19.28,-1.95
1567068326867,-2.26,16.75,-1.34
1567068326888,-2.07,11.69,-2.99
1567068326908,0.11,7.86,-2.8
1567068326928,1.15,5.71,-0.96
1567068326948,2.76,2.41,-0.8
1567068326968,3.45,-0.46,-4.33
1567068326988,4.02,-4.29,-7.4
1567068327008,1.72,-6.02,-4.91
1567068327028,-0.69,-4.6,0.04
1567068327048,-1.95,-3.41,-0.38
1567068327069,0.54,-1.61,-1.19
1567068327090,-2.72,2.18,-6.32
1567068327111,-1.61,15.83,-2.57
1567068327131,5.75,36.6,-12.11
1567068327151,3.33,13.72,5.67
1567068327171,1.69,26.9,-7.01
1567068327191,3.72,17.32,-2.07
1567068327211,5.63,22.53,-3.68
1567068327231,3.99,16.55,-0.77
1567068327251,2.49,10.65,-0.69
1567068327271,-0.77,5.71,-2.57
1567068327292,-2.3,0.46,-3.26
1567068327312,-2.64,-2.22,-4.48
1567068327332,-3.26,-5.06,-7.05
1567068327353,-3.22,-6.82,-5.13
1567068327374,-1.61,-5.29,-2.87
1567068327395,0.34,-1.3,0.73
1567068327415,0.69,1.19,1.92
1567068327436,-3.64,4.45,0.27
1567068327456,-3.83,10.31,-9.43
1567068327476,3.72,26.52,-5.36
1567068327496,-3.18,26.71,-10.65
1567068327516,-2.41,27.36,-1.72
1567068327536,-2.3,18.93,2.72
1567068327556,-4.33,20,-3.45
1567068327576,-3.33,15.1,0.19
1567068327596,-2.49,11.84,-1.69
1567068327617,-1.03,7.01,-2.18
1567068327637,0.11,3.68,-0.73
1567068327657,3.95,0.34,-1.76
1567068327678,5.29,-2.57,-3.41
1567068327698,5.21,-5.9,-6.25
1567068327718,2.61,-6.59,-4.14
1567068327738,-0.5,-4.14,-2.26
1567068327758,-1.92,-1.92,-2.45
1567068327778,1.3,0.11,-2.45
1567068327798,-5.82,4.94,-12.45
1567068327818,-3.07,22.95,-3.03
1567068327838,9.16,37.52,-16.32
1567068327858,5.21,18.78,11.57
1567068327878,-0.92,26.52,-5.21
1567068327898,1.26,16.86,-3.18
1567068327918,2.34,19.62,-1.49
1567068327938,3.18,14.22,-0.31
1567068327958,3.37,10.5,-0.57
1567068327978,-0.73,7.32,-0.73
1567068327998,-1.84,2.72,-1.88
1567068328018,-3.95,-3.49,-3.99
1567068328038,-4.98,-7.2,-5.06
1567068328058,-5.48,-7.36,-5.63
1567068328078,-2.45,-3.45,-3.03
1567068328098,0.57,-1.53,-1.19
1567068328118,3.07,-1.03,-1.03
1567068328138,2.64,0.57,0.8
1567068328158,-1.34,3.03,1.69
1567068328178,-4.83,9.5,-10.31
1567068328198,4.75,34.37,-8.81
1567068328218,-5.1,22.99,-10
1567068328238,-4.87,31.15,0.5
1567068328258,-2.11,20.08,2.99
1567068328278,-2.61,19.89,-2.45
1567068328298,-2.18,15.9,0.04
1567068328318,-1.88,12.34,-1.26
1567068328338,-1.07,7.78,0.04
1567068328358,2.03,3.07,-1.65
1567068328378,5.48,-0.04,-2.45
1567068328398,5.71,-4.02,-4.71
1567068328418,4.79,-6.74,-5.52
1567068328438,2.26,-5.59,-4.56
1567068328458,-0.57,-3.41,-0.84
1567068328478,-3.03,-1.42,-1
1567068328498,-2.95,-0.27,-0.19
1567068328518,-0.11,0.92,0.5
1567068328538,6.59,6.21,-7.47
1567068328558,-9.81,37.25,-5.75
1567068328578,5.56,28.97,-20.81
1567068328598,7.05,32.23,6.59
1567068328618,0.54,22.99,1.69
1567068328638,1.46,20,-4.14
1567068328658,1.61,14.64,0.08
1567068328678,0.46,9.35,-1.57
1567068328698,0.46,6.13,1.15
1567068328718,-4.98,0.61,-0.38
1567068328738,-5.75,-2.53,-2.91
1567068328758,-4.29,-5.75,-4.83
1567068328778,-3.53,-6.55,-4.75
1567068328798,-1.23,-3.72,-3.91
1567068328819,1.46,-0.54,-2.07
1567068328839,3.03,-0.11,-1.15
1567068328859,2.07,0.42,0.23
1567068328880,-3.56,3.1,-1.19
1567068328900,-1.8,12.95,-14.06
1567068328920,1.26,28.32,-9.81
1567068328940,-5.75,28.66,3.49
1567068328961,-4.33,27.32,-3.03
1567068328981,-0.96,20.23,1.84
1567068329001,-0.38,19.77,0.31
1567068329022,-1.38,13.72,-2.07
1567068329042,-1.95,8.85,-2.03
1567068329062,-0.34,6.48,0.57
1567068329082,3.72,3.87,0.04
1567068329102,6.67,-0.73,-4.83
1567068329123,5.1,-5.44,-6.48
1567068329143,3.14,-7.36,-4.75
1567068329163,0.5,-4.25,-2.11
1567068329183,-1.65,-1.23,-0.65
1567068329203,-3.03,0.38,0.04
1567068329223,-0.84,3.49,3.1
1567068329243,6.36,5.94,-4.1
1567068329263,-9.04,25.33,-11.04
1567068329283,3.53,22.26,-17.86
1567068329303,9.01,31.38,7.47
1567068329323,0.15,23.76,-1.11
1567068329343,0.54,20.88,-2.22
1567068329363,2.34,15.44,1.72
1567068329383,0.61,10.15,-2.07
1567068329403,0.42,6.67,0.42
